Id,Tweet,FAUX
877,no jamaat link phir kon hai ye log jo jamaat ke nahi hai phir bhi hai of corona postive,Fake-Hate
4870,santre gang ki maa choddi pathaan ne uske release ke baad ek film ka bhi boycott nahi hua even bheed hashtag me hi utna kuch halchal nahi hain except liberal saayad wale himesh aur ek doh samosa critics ko pelrahe hain,NonFake-NonHate
5316,mota gadda teleprompter bhi theek se nahi pad paa raha modani ki jagah rahul rahul jap raha hai adanihindenburg adani narendragautamdasmodi adaniscam deshbechkarkhaimalaimodiadanibhaibhai,Fake-NonHate
5223,jaise boycott fans ne pathaan ko boycott kiya aur natiza kya hua unke saamne hai theek usi tarah bigg boss aur colors walon ne sumbul ko boycott kiya par sumbul fans ne unke sare sazishon bacha liya aur ab planning karke evict karna chahte hain shame on bb colors tv,Fake-NonHate
5,bohat bolty thy made in china ziyada nahi chalega isi liye china ne ghusse me corona virus bana diya jo khatam hony ka naam he nahi le raha d,NonFake-Hate
3052,isse corona to nhi fail rha hogayeh to amrit baat rhe hai sadko pr ispar kb debate dekhne ko milegi aapke channels pr jamaat ko to bahut badnaam kr liyeyeh konsi jamaat ke log hai jawab jarur dijiyega jo c,NonFake-NonHate
5692,nano gps chip,NonFake-NonHate
3125,pata tha congress yahi karega aagya muslimo ka guard karne wala but ye desh in jahilon ki kom ka kartut dekhha h corona p aur sawal bhi uthengy ki ye jamaat aaj tak kyon chal rh,Fake-Hate
6408,halala ki paidaisho,Fake-NonHate
7137,apka bahut shukriya lekin me ye nahi samjh paya ki agar wahan masjid bhi hoti to is me muslim ka kya rol ho sakta he shukrwar to har hafte ata he ya mandir bhi he to iska to ghtna se koi meter hi nahi baithta msg karne wala dange wale ke sath nihayat hi bewaqoof he,NonFake-NonHate
2661,meri maharashtra sarkar se guzarish hai ke wo in sab media channel pe anti muslim hatred spreading karne ka moqadma karen kyon ki in channels be tablighi jamaat ko corona carrier kahkar maje se iradtan nafrat failata tha aur bhir ko uksaya thadanga karne ke liyebari ho gaye,Fake-Hate
2492,ji aap par hameh garv tha aur rehga inshaallha agar aapko jamaat se dikkat hain to aap ye bataye airport pehele kyon band nahi kya aamir log felaya chahe wo hindu ho ye muslim aur kitna hindu aur kitna muslim ko huya corona kuch dino se,Fake-Hate
7147,bahut hi afsoos ki bat hai itna bada accident ho gya fir bhi logo ke maind me kya bhar gya,NonFake-NonHate
5174,pathaan record bna rhi hai usko bhulna mushkil hi ni namumkin hai abhi pathaan ke zariya in chindiyo ko or bhi zalil hona h jawan k wqt jawan ka dekhnge abhi pathan ka wqt h abhi to aai h pathan itni jldi bhi kya h boycott walo ki or cheekhein sunni h public ko hahaha asksrk,NonFake-NonHate
3855,arey india mein rehte ho pata nahi kaise political parties protest ko riots mein badal dete hai punjab ko toh khalistan nahi chahiye toh bas baat khatam hamara support sirf farmers ke liye desh ke virudh bolne walo se hamara k,NonFake-NonHate
4934,boycottpathaan kar rahe thhe na tumlog bhakto ke saaath tho ab bhukto this is called karma tumlog tho srk ki family tk ko drag krte thhhe aryan khan case yaad aaya se phudak rahe thhe tumlog zero ke baad se finally ab karma,Fake-NonHate
4778,i really hope success of pathaan cancels this boycott culture shabana azmi nahi sabana aunty ye to chalta rahega kalia filam dekha tha usme jo kallu ne paya tha wo ham sanatani o ne paya hai wo sahani sheth hi jante hai sahani ne kya gavaya hai,NonFake-NonHate
1716,sir delhi me jitne bhi corona ke cases ho rahe hai please jamaat ke sath sath or bhi dharam jaati ke numbers btaye,Fake-Hate
6449,didi aap nidme ho kya,NonFake-NonHate
6714,tum bhi sanatani ban jao jiwan me shanti pradan hogi farzi kitab se nijat mil gayegi,Fake-NonHate
6458,behen aap aftab or sahil se kyu nhi milte pata chalega trap bhagwe mai hai yaa hirwe mai,NonFake-Hate
6294,islam ek virus haiisrael iska vaccine hai,Fake-NonHate
1149,matlab gujraat chodkar sare desh me corona tablighi jamaat aur namaajiyon ne failaya hai hai na,Fake-Hate
3262,bahutt khoob ndtv jis tarah samaaj m jaher ugalta h waise hi aap log karte ho prayagraj m muslim n hindu ko goli maar di thi sirf itni si baat pr ki jamaat k wajah se corona increase horaha h bs ye,Fake-NonHate
575,haan rashan wale ki dukaan pe mil jayegi mombatti nahi mile to mobile ki torch jala lenaduniya to tum jaise communists ne waise hi jala rakhi hai corona virus failwaake apne baap china walo se,Fake-Hate
3770,desh bhr ke kisaan waha bills wapis ke liye gye hai na ki khalistan ke liye punjab ko agr khalistan chahiye toh vo sarkar ke paas ni jaye ge aur es protest me punjab ikle nyi hai sare states ke farmers hai,NonFake-NonHate
3737,bhai sahi kaha democracy hai protest karo yograj ki tarah bhashan karke danga bhadkaane ki koshish na karo farmers hai farming ke haq ke liye lado khalistan ke liye indira thok dee modi ko bhi thok den,Fake-NonHate
4147,bhaiyo ye video dekhna dhyan se or maje le follow kare hindusunderattack hijab hijabsange,NonFake-NonHate
854,haan bhai tablighi se ab tk ho rhe corona thali bajane k baad b sahi nhi hue,Fake-Hate
1983,plasma ka dharm nahi hai lekin corona tablighi hai jab government alag se markaz ka count de rahi thi tab kaha the instant markaz pe fir hui masjide jalayi gayi tab kaha the shameonkejriwal,Fake-NonHate
2775,sach sach hota h beta ha seena thok kr khta h muslim is dedh ke liye nasur ban chuka h aur corona failane ka pura gunahgaar tabligi jamaat h galat ko jis din galat khna sikh loge na us din dr kallam saheb jaise bn sakoge v,Fake-Hate
5920,rupee ke note par hai nano gps chipjaniye purijanakari,NonFake-Hate
4930,abhi dunki hi extraordinary hwe aur pathaan jaise boycott ho aur trailer acha ho aur hyoe tu pathaan ko cross kar skhati hai,Fake-NonHate
5212,boycottpathaan hindu sanatan dharam ki jai,Fake-Hate
1167,but tablighi jamaat ka aakada jaroor dikha rahe hai jinhone katti hui lul pee pekar corona faila dia,Fake-Hate
6615,islam kabul karna matlap poroshi ko baap kahnasame bate islam kabul karne wale bharat ke har ek muslim bastard,Fake-NonHate
6003,matlab khud se terrorist ban jaye,NonFake-NonHate
972,or tablighi jamat ka saath do unhone jihad ka naya tarika nikaala h corona jihad,Fake-Hate
2702,satta ki liye lakho log marva di congress ne aur desh ka bantwara karvdiya ish corona ko bhi wo tablighi jamaat ke saath mil puri jamaat yeh kaam kar sakte hain corona ko fela kar ki govt n indian economic ko weak kar bjp ki govt girane ke liye sajish kar rahe hain,Fake-Hate
4496,sab se badi baat kya political agenda hai us justice bench ka jinhe fakefarmersprotest dikh hi nahi pa raha,Fake-Hate
6656,brpakistan main hindu bacha hi nahi didi kaha se bhagwa love trap kare,NonFake-NonHate
3848,jive har chiz da fayda chukya jaanda hun v shyd uh hi ho rha farmers protest de naam te khalistan bnane de koshish,NonFake-NonHate
2369,dallle sirf natwe hote hai jaise tu hai tabliki jamaat ki wajha se corona patients bade hai or jada speed se bad rahe hai uske bare me kuch nahi bolega kati tuti ke beej haa teri maa ke pakode naa thuke,Fake-Hate
4116,dosto isme adipurush ya omraut ki koi galti nahi hai bas sir ne pan india films ko kuch is tarah banaya ki ab bollywood wallon ko lagta hai ki ye to kaafi aasaan hai just thoda vfx seekh lo bas kaam ho gaya adipurush hindusunderattack,NonFake-NonHate
4781,boycottpathaan boycottbollywood boycottbollywood ye na kisi ke kahne se ruk sakata hai na koi rok sakta hai bollywood ka pura end hoga south movi hindi remake hi kafi hai south valo ke dhul ki barabari nahi kar sakta ho,Fake-NonHate
4132,jaan is urduwood hindi ka satyanash o raha hai shame shame hindusunderattack,Fake-NonHate
2951,aap dhan jama karke kya karoge yaha pure desh me tablighi jamati yone kasam khayi hai ki pure desh ko corona failavoge agar un jamatiyo ke samne kedra sarkar khamosh kyu hai agar do deen ke bhitar unke uper karvayi nahi huy,Fake-Hate
5626,aapko ra notes mein nano gps chip waali sach samajhne k liye bhi kafi saahas ki jaroorat thi shayad,NonFake-NonHate
6972,uska naam bhi bta dete kisne feka tah,NonFake-NonHate
525,bade log ho gaye jisko yah sab karne ki kshamta hai hi yah sab ko chhupa ke rakha tha pahle to use fansi par chadhana chahie tab bad mein main jo china se a corona virus laya tha use guitar mein dalna chahie,NonFake-Hate
2456,bajaayinge hum thaali q ki hum corona warriors ko honour kar rahe the tum tablighi jamaat ke jaise nahi hai hum jo virus failaate hai fir misbehave karte hai corona warriors ke saath illiteratechamche hai hum bhakht aur,Fake-Hate
5017,dikhta hai ki tum log ka boycott kitna chalta hai pathaan ko boycott karne chale the aukaat banao itni pehle,Fake-NonHate
1842,allah se poochho tum kaun sa gunah kiye ho jo corona mein muslim maar raha hai india mein pura jamati ne corona faila diya jald se jald jamaat band kar diya jaaye yah sarkar se meri appeal hai,Fake-Hate
5987,tum kheti ho aur kuchh ni islam kabhi pura kuran padho ky h tumhr pata chleg,Fake-NonHate
538,jitne bhi china se related apps hai unko india me ban karna chahiyejaise ki baki appssath hi china se aane wale samaan ko bhi ban kar dena chahiye jab tak ke corona virus puri tarah khatam naa ho jayechina se veto power wapas lene ki koshish suru ho jaana chahiye,NonFake-NonHate
2807,bhai hindu muslim ki to baat hi nahi hui aur kisne kah diya ab jyaada cases hindu k aa rahe jaipur m jamaati ne logon ko corona faila diya dharavi m jamaati se faila par wo log bas unhi ko count kar rahe jo jamaa,Fake-Hate
5802,bhai ji is mein na modi ji ka naam hai na isro ka koi zikr yahan baat ho rahi hai puppetindianmedia ki jisne desh ko jhoot bola tha ke ke note mein nano gps chip laga hua hai,Fake-NonHate
5597,nano technology gps chip namo chaplusi chip,NonFake-Hate
7207,wah ab yaha se bhi ghum fir k kahi se bhi hindu muslim ko dalo aur muslim ko bich me dhakel k badnam kro kya desh he mera age badh raha he desh mera,NonFake-NonHate
7344,shameful,NonFake-Hate
4342,ye photo utni hi sachhi hai jaise teri kisani fake farmer fake protest se jitne b farmers ne suicide kia aur karenge un sab k jimmedari tum logo ki hai,Fake-Hate
3176,old vedioes pe hungama chalo tumkur ke mla ne aisa kiya toh tumkur se kitne corona cases aaye ye bhi likho aur bataao jin jamatiyon ko bachane ke liye ye tweets aa rahe woh sabhi jamaat walon ke ilaakon,NonFake-NonHate
785,tesh badhake kya faayda jab jaahil jamaat corona jihad karne pe utaru hai,Fake-Hate
4058,hindusunderattack abhi to aage aage dekhiye hota hai kya,NonFake-NonHate
1410,namaste trump ka kiya usne pyar failaya ya corona gobar hai namaste trump par bolne ka ya fir bus tablighi ke liye hi gobar khaya hai,Fake-Hate
2538,corona ke sath jang me humare hathiyar hai aankare recovery rate ke app ko launch karna jumlebazi rajyo ke mla ki kharid farokht gst on most essential hand sanitizers tablighi z,Fake-Hate
155,itna chutiyapa late kaha se ho chutiyo china pure pak me ghus gaya hai chai jyada cately garam hoti china se jyada pak react kar raha tumhare abba se pucho wo batayega too nahi jaise corona virus ko chupaya waise apani casualty bhi na,NonFake-NonHate
3010,tujhe kyu burraa lagg rahaa hai uss jammaat me terraa baap bhi gayaaa tha kya corona failaane waale ki beshrm aulaad sharm kar sharm hindustan me corrona failaane waale jamaat ke hi log hai ittna hi bu,Fake-Hate
1687,zee news walo ko corona ho to wo warriors or agar tablighi walo ko ho to wo zihaadi kya doglapanti hai zee news staff nijamuddin markaj giya tha kiya,Fake-Hate
7912,manish kashyap ek brahmin se sabhi ki gaand fatti gue haikoi nhi sher basi jaldi bahar aa jaayga,Fake-Hate
7456,ye desh ke liye bahut sharm bat hai isase aane vale athletes pe bahut affect padega jo ek sapna dekh rhi hongi desh ka name raushan karne ki,NonFake-NonHate
4722,main jaise hi modi ji ki party se gussa hota hu to waise hi desh ka opposition aisa kand kar deta hai ki fr se modi ji ka samarthan karna padta hai modi ji hai to aam log surakshit hai nahi to fakefarmerprotest,Fake-Hate
3864,pathar tum fekhte ho aur daangai humne bolte ho vaha re hipocrisy ki madam hindusunderattack,Fake-Hate
2734,corona khatam ho chuka hota lockdown khatam ho chuka hota kaam start ho chuka hota log zinda hote country ki economy dwon nhi hoti corona pe govt humara ka paisa barbaad na hota gareeb mazdoor playan na karta note jamaat ke,Fake-Hate
1896,are bhai kisne bola sare jamaati galat h chahe jamaat cunty mai kiu na ho magar india k sare jamaati to corona virus pehela rahe h desh k virus jamaati,Fake-Hate
5443,adani jevha hindenburg report bharat deshachya virodhat ahe asa bombalt hota tevha thumhi kuthe zopla hotya kaku,Fake-NonHate
570,galat china ka muqabla sirf corona virus se tha but hmara muqabla corona virus or ap jesi jahil awam se hai,Fake-NonHate
6710,lo ji ab burnol lgane wale hume btayenge,NonFake-NonHate
5855,dna gps nano chip technology,NonFake-NonHate
1817,tablaki jamaat nahi chahta ki hidustan corona ki chapet se nikle kyoki jihad ke naam par ye marne ko bi tyar hai or hindustan ko kamjor karke muslim isthan banana chahte hai,Fake-Hate
2066,aaj bhi tablighi mcs ke alava kissi ki aisi soch nahi ki masjid mai ya kissi bhi holy place mai corona ho jaye and mar jaye uss se achi koi baat nahi,Fake-Hate
128,kya vact giri hai sir are corona virus paida hua china me to india kaise aya kiun airport par corona virus test mahi kara sabhi ane wale logo ka iska jawab kon dega sarkar na moulana sadh are sir sarkar ko bolo ye hindu musl,NonFake-Hate
3395,yeh dhong mat karo siasi rotiyan mat seko bilkis ka naam lekeyahan ke kanoon sade gale hue hain kyunki aaj tak kisi rapist ko saal se jyada sazaa nahi huiagar imaan wale ho toh baith jao dharne pe shaheen bagh ki tarah or dema,Fake-NonHate
3328,mr godse bhakt maafiveer disciple why lakh crore npa is waived off where is mehul bhai lalit bhai neerav bhai sunny agarwal etc gujrati chor dawood ibrahim ko bharat la rahe the ek saal mein kya hua feku bhai,Fake-NonHate
7965,ab aya ut pahad ke niche,NonFake-NonHate
6103,sanatan ki jai brjai shri ram,NonFake-NonHate
2976,tabligi jamaatio ke liye agenda mat chalao hum logo ko coronavirus hoga to chhupange nahi khud hospital jayege tourist visa par jamaati banane nahi jate hai thookmootgoo patthar bantabligijamaat arrestmohammadsaad jaheelja,Fake-Hate
981,maharashtra mein konse tablighi jamaat wale corona case faila rahe hai jo waha case ke paar pahuch gaye hai,Fake-Hate
2301,ganja phookna kam kar chutiye tu wahi hai na jiski tashreef kuch dino pahle police ne laal kar di thisach ka samanaa karna seekh tablighi jamaat are like corona terrorists tu tik tok video se uppar nahi ja paya,Fake-Hate
191,dear sir us china ne humari zindagi ki barbad kar di he ye virus felkar hum corona virus se mare us se achha he hum us china desh ko aur shaitani xi jinping ko maarkar marna pasand karenge,Fake-Hate
1140,chal ye to maan liya ki tere najayaaz baap tablighi waale corona failate hai,Fake-Hate
5089,maine aur mere parivar nahi dekhi boycottpathaan,Fake-Hate
700,kaha tha na jamaat walo se corona hota hai fir kyu gaye,Fake-Hate
7628,nsa lag giya,NonFake-NonHate
607,corona bhi jamaat dekhke ho raha he,Fake-Hate
4277,hindus eve blindly taking about development infra but islamist willl destroy all infra so a sane advice for hindus to be hindutatv vadi n unite n save bharat,Fake-Hate
302,ye log beemar hai apradhi nahi inki bimari ki asli apradhi to kvl modi sarkar hai jo in ashyay logo ke sath aisa vyavhar kar rahi hai ye hai yogi sarkar ka asli chehra jai hind corona virus imprted by indina government here from china not by us and still work in progress,NonFake-Hate
6641,jis tarah se usne nahi bataya love jihad ke baare me or ye propgenda se tumhare islaam ko izzat dene walo ne suru kiya tha jab khud ki niyat saaf naa ho to oro pe ungliyaan nahi uthate,Fake-Hate
3421,modi ji mota bhai bhi to delhi riots shaheen bagh protest bhi nhi rok paaye i was in delhi on december and meri flight is chakkar,NonFake-NonHate
7693,apna state se dusra state me kaam karne jaana uss state ke liye sharm ki baat hai cm se vinti hai ki kuch karo,NonFake-NonHate
1061,caa ne pfi ki pole kholi corona ne tablighi ki moronavirus ne toh kaiyon ko sare aam nanga hi kar diya,Fake-Hate
7755,apne hi desh me ye haal hdusre state me jaa k kaam bhi nhi kr skte,NonFake-Hate
7830,tamilnadu sarkar ko sarm aani cahiyebrtvbharat ko bahut bahut dhanyawadbr aap ne sach sahi khabar sunaya brbilkul galat ho raha hai aisa nahi hona chahiye tha brtamilnadu me vartman sarkar se sasan bevastha samal nahi raha to sab ka bap to modi hai hi brhamare priya cm se request hai ki mamle ko gambhir rup se le aur jis kisi ne aisa aprad kiya hai sakt se sakt saja de sabse pehle dgp ko suspend karke koi emandar dgp ko rakhna chahiye brsare tamilnadu ke log kharab nahi ho sakti kuch gandi khon hote hai use saf karna parsan ka kam hai,Fake-Hate
2566,ek jamana mujhe per aisa bhi gujara hai saheb ke jab islam ke dushman hawaon mein zehreelay jugnu chod diye zahreelay jugnu o ne duniya mein apni roshani failane ke liye islam ke jagmagate suraj ki roshni ko khatam karne ke liye tablighi jamaat ko corona virus ka naam dekar,Fake-Hate
7981,youtube ka bakchod ab economist ko sikhayega,Fake-NonHate
1070,ye mc wahi gandve hai jinhone tableeqi jamaat ke naam pe desh me nafrat failane ka kaam kiya ab nahi ho raha corona,Fake-Hate
2525,tere kon se lawde mulle samne aaye hai madad me han aaye the sirf corona jihaad failane me kyuki desh me jb bhi musibat aati hai to sabse jyada desh drohi kaamo me mulle hi samne aate hai tablighi,Fake-Hate
2206,gante molana or jamaat or muslim k naam see sanse lene vale insan tuje bhagwan kabhi maaf nahi karega zaherila saanp he tu corona se jyda tum jese dalal see he khatara,Fake-NonHate
1244,insab m tumhe safalta ni mili toh jamaat k saath mil k ish desh corona faila rahe ho corona aatanki,Fake-Hate
7340,isliye talented log india chhod jaa rhe hai kuonki indua ko talent ki kadar nahibrbitter truth,NonFake-Hate
17,nahi pata kya corona virus jo china se aaya tha jamat ne jisko failaya tha thookal maan ne paala tha,NonFake-Hate
3121,achha to hmne caa k virodh me logo ko desh jalate dekha haior aaj bhi tablighi jamaat vale or dusre log police or doctors pe hamle kr rhe haijagah jagah thook rhe haiurine ki bottle or khule me toilet kr rhe hai nange ghum,Fake-Hate
7968,manish kashyap per deshdroh ka case derj hona chahiye,Fake-NonHate
4643,bhai nafrath dono side se failayi jarahi heyn pakisatn ki side se some anti social elements hindu n sikh naam pe fake account crate karke desh ko barbadh karne ki planning chal rahi heyfarmer protest ho ya ku,Fake-NonHate
4755,boycott say kuch nahi hona patwari,NonFake-NonHate
816,bharat ke corona ke yudh me kabhi maat na hoti apr ko khulta apna desh agar jamaat na hoti,Fake-Hate
3068,ye wo hindu bhai hain jin ko bhukhe peyase janwaron ki tarah ek jagah rakha gaya hai sirf is liye ke agar ye corona se na maren to bhukh se tadap kar mar jayen phir kuchh sanghi aayankwadiyon aur godi media ke virus anchors ko jamaat wale hi mujrim lagte hain,Fake-NonHate
7635,inlogo ko aise hi ek kamre mein daal kar marne do kameeno ko marne ka shaunk lagta hai,Fake-Hate
5601,crore ki ugaahi karte huye dono sampadak tihad jail bhi ja chuke h ye h nano gps chip rupees note,NonFake-NonHate
960,india ko corona se bachana hai toh in tablighi jamaat walo ko koi special jail me dalo aur duniya se alag karo,Fake-Hate
7023,bhai me khud usko marne ke liye socha hu par me indian air force ki tyari kar rha hu par aap naraj mat ho ek din me maruga use azamgarh se hu atakvaadi yo ko sirhe huro ke pass pahuchuga,Fake-NonHate
6428,to tum bhi to islam chod k use kubul kr sakte ho n,NonFake-NonHate
4894,aap mat dekho pathaan boycottpathaan please bhaiya selfie dekhne jaao,Fake-Hate
7445,modi murdabaaad,Fake-NonHate
226,corona virus se lad lenge chala jayega thode samay ke bad hame ye china or pakistani virus se puri jindgi ladna padega kya,NonFake-Hate
6171,bhagwa love nahi hota love zihaad hota hai jannate hoor mohtarma manoranjan ki dukan,Fake-Hate
3355,toh january ko jo hua wo kya tha aur shaheen bagh mai jo terrorist the wo phir hindu virodhi riots jo delhi m hue,Fake-NonHate
5896,jo channel k note me nano gps chip daal sakta ha aur krishna ghati me pakistan ki post ko destroy kr sakta ha,NonFake-Hate
2486,january ko pehla case mila corona wo tablighi ny tha wo kaha see ya bsdk kabhi to sahi bol le kitni beizzati krwayega kuchh b ant shant bolta hai bawala hai kya re chutiye bhaang,Fake-Hate
563,tictok bilion dolar kamta hai bharat se hisab laga lena or ye china ki den hai crode diye or usase pahale world ko corona virus ki aag ki bhati me jhonk diya hai,NonFake-NonHate
3437,shaheen bagh protest yaad hai,NonFake-NonHate
6374,inka reverse propoganda chalu ho gaya love jihad karne wale dusro ko trap karne ki bat kar rahe hai islam agar acha ho ta to talwar se nhi prem se failta abadi se nhi sanskar se failta ye to billa billiyo kutta kutiyo wala mazhab hai koi kisi ko bhi pelta hai umar riste kuchh nhi bas tapa tap hai koi sachh bol de to proof nhi allah hai kaise pta quran ne bataya quran kaise bani allah ne banaya mohammad kaun hai allah ke nabi kaise pta again quran ne kaha matlab kuchh bhi ye teeno ke dayre me islam hai aur women islam ko protect kar rhi hai jaise murgi kfc ko,Fake-Hate
6182,abe penguin mu khol le pahle,Fake-NonHate
1694,ye sab ho rha h aaj kal india me kaha tum log padh paoge namaj insaano ke liy bas corona hi felaya h abhi tak tabliki jamaat walo ne,Fake-Hate
6894,shaitan ki aulad he musalman hai,Fake-NonHate
1046,tablighi ki alag se corona number thikhate the tab nahi yaad aaya bhai chara mauka parasth,Fake-Hate
3447,jab shaheen bagh me goli chalti hairam navmi me petrol bam kanhaiya lal ka gala kaat diya jata haiisis ak aur kalma pdhke atankwad failate hai tab terrorism has no religion ek jihadi movie ka unarmed protest hota hai toh,Fake-NonHate
4566,corona sirf modi ji ke railly and kumbh mela se failta haifake farmer protest se nahi samjhe,Fake-NonHate
955,kis jamaat se aaya hai corona tere parivar me yeh kisi debate me jarur batana chootiya sale,Fake-Hate
7964,chilla k mike mooh me ghusane ko patrakarita kahta hai wo,NonFake-NonHate
2736,desh tumhara bhi hai lekin adhikar k pahle jimmedari ko rakho dharm k uper desh ko rakho kyun ki hindustan me sariya kanun nhi chalega bantablighijamat tablighijamatvirus jamaatkobankaro jihadijamat jihadicoronavirus tablighiterr,Fake-Hate
7837,pawanapki atma ko shanti milebrpawan bhaiya,NonFake-Hate
4736,paji kis duniya m ho aap koi khudgarz admi apna kam dhanda band karke kisi ki help p chalega or kitni bar thoda realistic baat karo ye punjab haryana se kya matlab h baki kya bekar h protest karey but sabji dud to aane jaane de,Fake-Hate
7696,rip,NonFake-Hate
1219,haa bhai sab jamat walo ne hi kiyejamaat nahi aati toh india mai corona jaise aata hi nahi,Fake-Hate
5255,bhai abhi ruk ja thoda saans to lene de adanihindenburg,NonFake-NonHate
5512,adani gautam aur modi narender bjp ki hindenburg research ki report aane ke baadd enki total worth total sampatti laakh crodd se khatamm hokarr abb kewal laakh crodd hi rahh gayyi jisse enke paass netaa kharidane aur chunaaw parchaarr amp rallies karne ke ruppe khatamm,Fake-Hate
7601,free keliye vote kiyaab free me patar baji kalo,NonFake-Hate
1528,and thanks to aap ka shasan in delhi jijone jaante hue ki corona duniya main fail raha hai tab bhi permission di tablighi jamat koandher nagri chopat raja,Fake-Hate
3988,hindusunderattack apne mare bina kahin swarg nahin hai banduk utha lo,NonFake-Hate
7888,i support manish kashyap,NonFake-NonHate
1301,to bhai vaha pe koi choro ke trh nahi chhupata apna corona jaise tablighi jamt valo ne chhupaye hai,Fake-Hate
7816,ye baat sach hai sach dikhane ke liye aapko bahut bahut dhanybaad,NonFake-Hate
6945,indane gas,NonFake-NonHate
5700,nano gps chip,NonFake-NonHate
161,china ne ye bhi nahi bataya ki corona virus wuhan se nikla h,NonFake-Hate
4068,ye dekho religious agenda apne desh me kabhi minorities ke liye kuch na kiya ulta sab kuch chin liya fir bhi is topic pe charcha karne ki himmat hindusunderattack,Fake-NonHate
5801,nano gps chip on note nuclear wala show,NonFake-NonHate
957,medam ab kisne phelaya h ye corona kya ye bhi jamaat me gye the,Fake-Hate
3792,this is not a farmers protest video brother gumrah matt karo and aap poore desh ka naam hindustan land of hindus rakh sakte hei hum ek state ko khalistanland of pure ni keh sakte wah ji wa,NonFake-NonHate
3235,who ka insab be bolne ka koi right nahi hai aur dharmic adhar par koi akde diye hi nahi gaye sirf tablighi walo ko mention kiya jata hai har muslims tablighi nahi hote aap kuchh bhi kahe magar sachchai,NonFake-NonHate
2870,agar bobita fogot ne sirf bolke gunah kia hai to tablighi jamat ne corona failake kitne gunah kia hoga un logo ke upar to terrorist act lagake karwai karna chahiyekiu ki jaan bujhke suicide bomb banke dusre aam admi ki jaan ko khatre me,Fake-Hate
3778,farmer protest mein farmers protest kar rahe apne rights k liye usme koi khalistan k baare mein bola diya hoga toh usko pakdo but mudde se naa hatao apni propaganda chalaa kar and btw agar sanghi rashtra sahi hai t,NonFake-NonHate
4434,kaash bjp ki sarkar hoti with full majority aur modiji prime minister hote to aisa nhi hota wo log aise fake farmer protest ko jald hata dete lkn ab kr bhi kya skte hai,Fake-Hate
4974,bilkul bhai pathaan ke time kuch baki reh gye the unko bhi bulao sab milke boycott karege jai ram ji ki,NonFake-NonHate
6016,true,NonFake-Hate
2962,sabhi news fake koi bhi tablighi jaamat ne koi social gathering nhi ki muslims thook nhi rhe the docs wo to jam jam ka panni faik rhe the koi corona virus h hi nhi ye to modi ke sajish hai ye nrc lagwana chahte hai rl aap dominating ho tikk hai par aise beitnakhair,Fake-Hate
5981,ho v jye fir v fridge mei ya stabs ki haalat mei nhi milega br ladki isis mei mili bazrang dal mei nhibrwake up to reality didi,NonFake-NonHate
2201,desh ko jo nuksaan hua uska kya sirf khoon dene se kya jo log mar gye vi wapas aayenge jin corona yodhao ko mara peeta gaadiya todi uska kya desh ko lakho crores ka nuksaan hua uska kya koi maaf nhi karega tablighi yo ko,Fake-Hate
99,india mere paas maa hai china mere pass corona virus hai,NonFake-Hate
7766,boycott tamil,Fake-Hate
2558,hamare desh ka durbhagya hai hamesha sechina ko kuch jagao per corona virus positive wale ko bhejna padadekhlo italy mein kaisa faila lekin hamare yeh per jamaat gadar jahil log hejo desh se jyada sirf apne aap se ma,Fake-Hate
3184,bhai kamal ki government ko vote diya hamare bado ne jo e samaj te hain ki es waqt masjid aur mandir ko khole ne se jyada bar aur wine shops se faida hoga and now the corona cant even touch them because only the tablighi,NonFake-NonHate
7395,dekhlo bhai ek pehalwan ki takat police wale ki bhi tatti nikal gyi uthane mai,NonFake-NonHate
254,when china asking corona virus bhai kab jaaoge bahut gaand mar gyi hamaari tumhari wajah s le corona virus,NonFake-NonHate
3924,aapse hi asha hai ki aap kuch karenge hindusunderattack hindurashtra hindutva hindus,NonFake-Hate
4200,yahi hinduphobic lady mili thi promote karne ke liye hindusunderattack,Fake-Hate
1446,jin muslims logo ne plasma donate kita hai unme tablighi jamaat ke kitne hai jinki ki wajah se corona pure india mein faila,Fake-Hate
5540,ye wahi bhai sahab hai jo ke note main gps nano chip se less bata rahe the,NonFake-NonHate
1649,saaf saaf kaho aka ke aadesh par paki tweeters ko follow karoge yes corona spread mein jaahil jamaat ko bahut mehnat karni padi hai aur ab hoor ka sukh bhogna hai,Fake-Hate
4683,kayar hee to hein fake farmer protest ke sab supporter kayar hi to hein koyi bhee dekh lo,Fake-Hate
4724,fir toh farmers ki upar ki demands hai ve bhi fake huwi aur pura protest bhi,Fake-Hate
3992,haldwani sab ko dikh raha hai lekin meghalaya pe kisi ki nazar nahi jaa rahi hindusunderattack hinduslivesmatter,NonFake-NonHate
1697,tabligi jamaat desh mai corona atank fela rahe hai fir bhi unki seva ki jaa rahi hai unpe kadi karyavahi kyu nahi ho rahi banned kar do tabligi jamaat ko,Fake-Hate
3192,tabhi to rss wale rashan baat rahe hai deah ke har state me aur jamaati corona baat rahe hai har state me tumhari galati nahi hai tumhari jamaat ka asar hai vaise gobar se yaad aya tumhare chacha maulana saad kaha,Fake-Hate
6198,ek book padho understanding mohammed iman pakka ho jaye gaallha kamyabe bhi dega,NonFake-NonHate
6296,ye islam khud ek virus haipuri humanity k liye,Fake-NonHate
